,Test 1,Test 2,Test 3,Test 4,Random
0,59.69776745772543,127.21118420032377,459.7529746159725,459.7529746159725,384.08962484977627
1,89.75578728415704,126.67485465234915,462.88610779663577,493.54997382128795,383.2334975972944
2,54.72271061672507,121.34251129577038,391.80554598810204,391.80554598810204,371.0114008713068
3,64.67409199958988,121.18540976169535,460.09988408227906,460.09988408227906,423.3017401862912
4,54.73154730413333,129.70547140665659,467.0146488326384,467.0146488326384,420.75746925042597
